ATC;NT;NAZEV;NAZEV_EN
R01AA10;N;metizolin;metizoline
R01AA11;N;tuaminoheptan;tuaminoheptane
R01AA12;N;fenoxazolin;fenoxazoline
R01AA13;N;tymazolin;tymazoline
R01AA14;N;epinefrin;epinephrine
R01AA15;N;indanazolin;indanazoline
R01AB;N;Sympatomimetika, kombinace kromě kortikosteriodů;Sympathomimetics, combinations excl. corticosteroids
R01AB01;N;fenylefrin;phenylephrine
R01AB02;N;nafazolin;naphazoline
R01AB03;N;tetryzolin;tetryzoline
R01AB05;N;efedrin;ephedrine
R01AB06;N;xylometazolin;xylometazoline
R01AB07;N;oxymetazolin;oxymetazoline
R01AB08;N;tuaminoheptan;tuaminoheptane
R01AC;N;Antialergika kromě kortikosteroidů;Antiallergic agents, excl. corticosteroids
R01AC01;N;kyselina chromoglykanová;cromoglicic acid
R01AC02;N;levokabastin;levocabastine
R01AC03;N;azelastin;azelastine
R01AC04;N;antazolin;antazoline
R01AC05;N;kyselina spaglumová;spaglumic acid
R01AC06;N;thonzylamin;thonzylamine
R01AC07;N;nedokromil;nedocromil
R01AC08;N;olopatadin;olopatadine
R01AC51;N;kyselina chromoglykanová, kombinace;cromoglicic acid, combinations
R01AD;N;Kortikosteroidy;Corticosteroids
R01AD01;N;beklometason;beclometasone
R01AD02;N;prednisolon;prednisolone
R01AD03;N;dexamethason;dexamethasone
R01AD04;N;flunisolid;flunisolide
R01AD05;N;budesonid;budesonide
R01AD06;N;betamethason;betamethasone
R01AD07;N;tixokortol;tixocortol
R01AD08;N;flutikason;fluticasone
R01AD09;N;mometason;mometasone
R01AD11;N;triamcinolon;triamcinolone
R01AD12;N;flutikason-furoát;fluticasone furoate
R01AD13;N;ciklesonid;ciclesonide
R01AD52;N;prednisolon, kombinace;prednisolone, combinations
R01AD53;N;dexamethason, kombinace;dexamethasone, combinations
R01AD57;N;tixokortol, kombinace;tixocortol, combinations
R01AD58;N;flutikason, kombinace;fluticasone, combinations
R01AD59;N;mometason, kombinace;mometasone, combinations
R01AD60;N;hydrokortison, kombinace;hydrocortisone, combinations
R01AX;N;Jiná nosní léčiva;Other nasal preparations
R01AX01;N;methenamin-calcium-thiokyanát;calcium hexamine thiocyanate
R01AX02;N;retinol;retinol
R01AX03;N;ipratropium-bromid;ipratropium bromide
R01AX05;N;ritiometan;ritiometan
R01AX06;N;mupirocin;mupirocin
R01AX07;N;hexamidin;hexamidine
R01AX08;N;framycetin;framycetin
R01AX09;N;kyselina hyaluronová;hyaluronic acid
R01AX10;N;různá jiná nosní léčiva;various
R01AX30;N;jiná nosní léčiva, kombinace;combinations
R01B;N;LÉČIVA K DEKONGESCI NOSNÍ SLIZNICE PRO SYSTÉMOVOU APLIKACI;NASAL DECONGESTANTS FOR SYSTEMIC USE
R01BA;N;Sympatomimetika;Sympathomimetics
R01BA01;N;fenylpropanolamin;phenylpropanolamine
R01BA02;N;pseudoefedrin;pseudoephedrine
R01BA03;N;fenylefrin;phenylephrine
R01BA51;N;fenylpropanolamin, kombinace;phenylpropanolamine, combinations
R01BA52;N;pseudoefedrin, kombinace;pseudoephedrine, combinations
R01BA53;N;fenylefrin, kombinace;phenylephrine, combinations
R02;N;KRČNÍ LÉČIVA;THROAT PREPARATIONS
R02A;N;KRČNÍ LÉČIVA;THROAT PREPARATIONS
R02AA;N;Antiseptika;Antiseptics
R02AA01;N;ambazon;ambazone
R02AA02;N;dechalinium;dequalinium
R02AA03;N;dichlorbenzylalkohol;dichlorobenzyl alcohol
R02AA05;N;chlorhexidin;chlorhexidine
R02AA06;N;cetylpyridin;cetylpyridinium
R02AA09;N;benzethonium;benzethonium
R02AA10;N;miristalkonium;myristyl-benzalkonium
R02AA11;N;chlorchinaldol;chlorquinaldol
R02AA12;N;hexylresorcinol;hexylresorcinol
R02AA13;N;akriflavinium-chlorid;acriflavinium chloride
R02AA14;N;oxychinolin;oxyquinoline
R02AA15;N;jodovaný povidon;povidone-iodine
R02AA16;N;benzalkonium;benzalkonium
R02AA17;N;cetrimonium;cetrimonium
R02AA18;N;hexamidin;hexamidine
R02AA19;N;fenol;phenol
R02AA20;N;různá jiná krční antiseptika;various
R02AA21;N;oktenidin;octenidine
R02AB;N;Antibiotika;Antibiotics
R02AB01;N;neomycin;neomycin
R02AB02;N;tyrothricin;tyrothricin
R02AB03;N;fusafungin;fusafungine
R02AB04;N;bacitracin;bacitracin
R02AB30;N;gramicidin;gramicidin
R02AD;N;Lokální anestetika;Anesthetics, local
R02AD01;N;benzokain;benzocaine
R02AD02;N;lidokain;lidocaine
R02AD03;N;kokain;cocaine
R02AD04;N;dyklonin;dyclonine
R02AD05;N;ambroxol;ambroxol
R02AX;N;Jiná krční léčiva;Other throat preparations
R02AX01;N;flurbiprofen;flurbiprofen
R02AX02;N;ibuprofen;ibuprofen
R02AX03;N;benzydamin;benzydamine
R03;N;LÉČIVA K TERAPII ONEMOCNĚNÍ SPOJENÝCH S OBSTRUKCÍ DÝCHACÍCH CEST;DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03A;N;SYMPATOMIMETIKA INHALAČNÍ;ADRENERGICS, INHALANTS
R03AA;N;Agonisté alfa a beta adrenergních receptorů;Alpha- and beta-adrenoreceptor agonists
R03AA01;N;epinefrin;epinephrine
R03AB;N;Neselektivní agonisté beta adrenergních receptorů;Non-selective beta-adrenoreceptor agonists
R03AB02;N;isoprenalin;isoprenaline
R03AB03;N;orciprenalin;orciprenaline
R03AC;N;Selektivní agonisté beta2 adrenergních receptorů;Selective beta-2-adrenoreceptor agonists
R03AC02;N;salbutamol;salbutamol
R03AC03;N;terbutalin;terbutaline
R03AC04;N;fenoterol;fenoterol
R03AC05;N;rimiterol;rimiterol
R03AC06;N;hexoprenalin;hexoprenaline
R03AC07;N;isoetarin;isoetarine
R03AC08;N;pirbuterol;pirbuterol
R03AC09;N;tretochinol;tretoquinol
R03AC10;N;karbuterol;carbuterol
R03AC11;N;tulobuterol;tulobuterol
R03AC12;N;salmeterol;salmeterol
R03AC13;N;formoterol;formoterol
R03AC14;N;klenbuterol;clenbuterol
R03AC15;N;reproterol;reproterol
R03AC16;N;prokaterol;procaterol
R03AC17;N;bitolterol;bitolterol
R03AC18;N;indakaterol;indacaterol
R03AC19;N;olodaterol;olodaterol
R03AH;N;Kombinace sympatomimetik;Combinations of adrenergics
R03AK;N;Sympatomimetika v kombinaci s kortikosteroidy nebo jinými léky, s výjimkou anticholinergik;Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics
R03AK01;N;epinefrin a jiné léky k terapii onemocnění spojených s obstrukcí dýchacích cest;epinephrine and other drugs for obstructive airway diseases
R03AK02;N;isoprenalin a jiné léky k terapii onemocnění spojených s obstrukcí dýchacích cest;isoprenaline and other drugs for obstructive airway diseases
R03AK04;N;salbutamol a dinatrium-chromoglykát;salbutamol and sodium cromoglicate
R03AK05;N;reproterol a dinatrium-chromoglykát;reproterol and sodium cromoglicate
R03AK06;N;salmeterol a flutikason;salmeterol and fluticasone
R03AK07;N;formoterol a budesonid;formoterol and budesonide
R03AK08;N;formoterol a beklometason;formoterol and beclometasone
R03AK09;N;formoterol a mometason;formoterol and mometasone
R03AK10;N;vilanterol a flutikason-furoát;vilanterol and fluticasone furoate
R03AK11;N;formoterol a flutikason;formoterol and fluticasone
R03AK12;N;salmeterol a budesonid;salmeterol and budesonide
R03AK13;N;salbutamol a beklometason;salbutamol and beclometasone
R03AK14;N;indakaterol a mometason;indacaterol and mometasone
R03AK15;N;salbutamol a budesonid;salbutamol and budesonide
R03AL;N;Sympatomimetika v kombinaci s anticholinergiky, včetně trojkombinací s kortikosteroidy;Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids
R03AL01;N;fenoterol a ipratropium-bromid;fenoterol and ipratropium bromide
R03AL02;N;salbutamol a ipratropium-bromid;salbutamol and ipratropium bromide
R03AL03;N;vilanterol a umeklidinium-bromid;vilanterol and umeclidinium bromide
R03AL04;N;indakaterol a glycopyrronium-bromid;indacaterol and glycopyrronium bromide
R03AL05;N;formoterol a aklidinium-bromid;formoterol and aclidinium bromide
R03AL06;N;olodaterol a tiotropium-bromid;olodaterol and tiotropium bromide
R03AL07;N;formoterol a glykopyrronium-bromid;formoterol and glycopyrronium bromide
R03AL08;N;vilanterol, umeklidinium-bromid a flutikason-furoát;vilanterol, umeclidinium bromide and fluticasone furoate
R03AL09;N;formoterol, glykopyrronium-bromid, beklometason;formoterol, glycopyrronium bromide and beclometasone
R03AL10;N;formoterol a tiotropium-bromid;formoterol and tiotropium bromide
R03AL11;N;formoterol, glykopyrronium-bromid a budesonid;formoterol, glycopyrronium bromide and budesonide
R03AL12;N;indakaterol, glykopyrronium-bromid a mometason;indacaterol, glycopyrronium bromide and mometasone
R03B;N;JINÁ INHALAČNÍ LÉČIVA ONEMOCNĚNÍ SPOJENÝCH S OBSTRUKCÍ DÝCHACÍCH CEST;OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS
R03BA;N;Glukokortikoidy;Glucocorticoids
R03BA01;N;beklometason;beclometasone
R03BA02;N;budesonid;budesonide
R03BA03;N;flunisolid;flunisolide
R03BA04;N;betamethason;betamethasone
R03BA05;N;flutikason;fluticasone
R03BA06;N;triamcinolon;triamcinolone
R03BA07;N;mometason;mometasone
R03BA08;N;ciklesonid;ciclesonide
R03BA09;N;flutikason-furoát;fluticasone furoate
R03BB;N;Anticholinergika;Anticholinergics
R03BB01;N;ipratropium-bromid;ipratropium bromide
R03BB02;N;oxitropium-bromid;oxitropium bromide
R03BB03;N;durmanové přípravky;stramoni preparations
R03BB04;N;tiotropium-bromid;tiotropium bromide
R03BB05;N;aklidinium-bromid;aclidinium bromide
R03BB06;N;glykopyrronium-bromid;glycopyrronium bromide
R03BB07;N;umeklidinium-bromid;umeclidinium bromide
R03BB08;N;revefenacin;revefenacin
R03BB54;N;tiotropium-bromid, kombinace;tiotropium bromide, combinations
R03BC;N;Antialergika kromě kortikosteroidů;Antiallergic agents, excl. corticosteroids
R03BC01;N;kyselina chromoglykanová;cromoglicic acid
R03BC03;N;nedokromil;nedocromil
R03BX;N;Jiná inhalační léčiva onemocnění spojených s obstrukcí dýchacích cest;Other drugs for obstructive airway diseases, inhalants
R03BX01;N;fenspirid;fenspiride
R03C;N;SYMPATOMIMETIKA PRO SYSTÉMOVOU APLIKACI;ADRENERGICS FOR SYSTEMIC USE
R03CA;N;Agonisté alfa a beta adrenergních receptorů;Alpha- and beta-adrenoreceptor agonists
R03CA02;N;efedrin;ephedrine
R03CB;N;Neselektivní agonisté beta adrenergních receptorů;Non-selective beta-adrenoreceptor agonists
R03CB01;N;isoprenalin;isoprenaline
R03CB02;N;methoxyfenamin;methoxyphenamine
R03CB03;N;orciprenalin;orciprenaline
R03CB51;N;isoprenalin, kombinace;isoprenaline, combinations
R03CB53;N;orciprenalin, kombinace;orciprenaline, combinations
R03CC;N;Selektivní agonisté beta2 adrenergních receptorů;Selective beta-2-adrenoreceptor agonists
R03CC02;N;salbutamol;salbutamol
R03CC03;N;terbutalin;terbutaline
R03CC04;N;fenoterol;fenoterol
R03CC05;N;hexoprenalin;hexoprenaline
R03CC06;N;isoetarin;isoetarine
R03CC07;N;pirbuterol;pirbuterol
R03CC08;N;prokaterol;procaterol
R03CC09;N;tretochinol;tretoquinol
R03CC10;N;karbuterol;carbuterol
R03CC11;N;tulobuterol;tulobuterol
R03CC12;N;bambuterol;bambuterol
R03CC13;N;klenbuterol;clenbuterol
R03CC14;N;reproterol;reproterol
R03CC15;N;formoterol;formoterol
R03CC53;N;terbutalin, kombinace;terbutaline, combinations
R03CC63;N;klenbuterol a ambroxol;clenbuterol and ambroxol
R03CK;N;Sympatomimetika a jiná léčiva onemocnění spojených s obstrukcí dýchacích cest;Adrenergics and other drugs for obstructive airway diseases
R03D;N;JINÁ SYSTÉMOVÁ LÉČIVA ONEMOCNĚNÍ SPOJENÝCH S OBSTRUKCÍ DÝCHACÍCH CEST;OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03DA;N;Xanthiny;Xanthines
R03DA01;N;diprofylin;diprophylline
R03DA02;N;cholin-theofylinát;choline theophyllinate
R03DA03;N;proxyfylin;proxyphylline
R03DA04;N;theofylin;theophylline
R03DA05;N;aminofylin;aminophylline
R03DA06;N;etamifylin;etamiphylline
R03DA07;N;theobromin;theobromine
R03DA08;N;bamifylin;bamifylline
R03DA09;N;acefylin-piperazin;acefylline piperazine
R03DA10;N;bufylin;bufylline
R03DA11;N;doxofylin;doxofylline
R03DA12;N;acefyllin-mepyramin;mepyramine theophyllinacetate
R03DA20;N;xanthiny, kombinace;combinations of xanthines
R03DA51;N;diprofylin, kombinace;diprophylline, combinations
R03DA54;N;theofylin, kombinace kromě psycholeptik;theophylline, combinations excl. psycholeptics
R03DA55;N;aminofylin, kombinace;aminophylline, combinations
R03DA57;N;theobromin, kombinace;theobromine, combinations
R03DA74;N;theofylin, kombinace s psycholeptiky;theophylline, combinations with psycholeptics
R03DB;N;Xanthiny a sympatomimetika;Xanthines and adrenergics
R03DB01;N;diprofylin a sympatomimetika;diprophylline and adrenergics
R03DB02;N;cholin-theofylinát a sympatomimetika;choline theophyllinate and adrenergics
R03DB03;N;proxyfylin a sympatomimetika;proxyphylline and adrenergics
R03DB04;N;theofylin a sympatomimetika;theophylline and adrenergics
R03DB05;N;aminofylin a sympatomimetika;aminophylline and adrenergics
R03DB06;N;etamifylin a sympatomimetika;etamiphylline and adrenergics
R03DC;N;Antagonisté leukotrienových receptorů;Leukotriene receptor antagonists
R03DC01;N;zafirlukast;zafirlukast
R03DC02;N;pranlukast;pranlukast
R03DC03;N;montelukast;montelukast
R03DC04;N;ibudilast;ibudilast
R03DC53;N;montelukast, kombinace;montelukast, combinations
R03DX;N;Jiná systémová léčiva onemocnění spojených s obstrukcí dýchacích cest;Other systemic drugs for obstructive airway diseases
R03DX01;N;amlexanox;amlexanox
R03DX02;N;eprozinol;eprozinol
R03DX03;N;fenspirid;fenspiride
R03DX05;N;omalizumab;omalizumab
R03DX06;N;seratrodast;seratrodast
R03DX07;N;roflumilast;roflumilast
R03DX08;N;reslizumab;reslizumab
R03DX09;N;mepolizumab;mepolizumab
R03DX10;N;benralizumab;benralizumab
R03DX11;N;tezepelumab;tezepelumab
R05;N;LÉČIVA PROTI NACHLAZENÍ A KAŠLI;COUGH AND COLD PREPARATIONS
R05C;N;EXPEKTORANCIA, KROMĚ KOMBINACÍ S ANTITUSIKY;EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS
R05CA;N;Expektorancia;Expectorants
R05CA01;N;tyloxapol;tyloxapol
R05CA02;N;jodid draselný;potassium iodide
R05CA03;N;guaifenesin;guaifenesin
R05CA04;N;ipekakuanha;ipecacuanha
R05CA05;N;proskurníkový kořen;altheae radix
R05CA06;N;senega;senega
R05CA07;N;sulfid antimoničný;antimony pentasulfide
R05CA08;N;kreosot;creosote
R05CA09;N;sulfoguajakol;guaiacolsulfonate
R05CA10;N;expektorancia, kombinace (kromě kombinací s antitusiky);combinations
R05CA11;N;levoverbenon;levoverbenone
R05CA12;N;břečťanový list;Hederae helicis folium
R05CA13;N;cineol;cineole
R05CB;N;Mukolytika;Mucolytics
R05CB01;N;acetylcystein;acetylcysteine
R05CB02;N;bromhexin;bromhexine
R05CB03;N;karbocystein;carbocisteine
R05CB04;N;eprazinon;eprazinone
R05CB05;N;mesna;mesna
R05CB06;N;ambroxol;ambroxol
R05CB07;N;sobrerol;sobrerol
R05CB08;N;domiodol;domiodol
R05CB09;N;letostein;letosteine
R05CB10;N;mukolytika, kombinace;combinations
R05CB11;N;stepronin;stepronin
R05CB13;N;dornasa alfa (desoxyribonukleasa);dornase alfa (desoxyribonuclease)
R05CB14;N;neltenexin;neltenexine
R05CB15;N;erdostein;erdosteine
R05CB16;N;mannitol;mannitol
R05D;N;ANTITUSIKA, KROMĚ KOMBINACÍ S EXPEKTORANCII;COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS
R05DA;N;Opiové alkaloidy a deriváty;Opium alkaloids and derivatives
R05DA01;N;ethylmorfin;ethylmorphine
R05DA03;N;hydrokodon;hydrocodone
R05DA04;N;kodein;codeine
R05DA05;N;opiové alkaloidy s morfinem;opium alkaloids with morphine
R05DA06;N;normethadon;normethadone
R05DA07;N;noskapin;noscapine
R05DA08;N;folkodin;pholcodine
R05DA09;N;dextromethorfan;dextromethorphan
R05DA10;N;thebakon;thebacon
R05DA11;N;dimemorfan;dimemorfan
R05DA12;N;acetyldihydrokodein;acetyldihydrocodeine
R05DA20;N;opiové alkaloidy a deriváty, kombinace;combinations
R05DB;N;Jiná antitusika;Other cough suppressants
R05DB01;N;benzonatát;benzonatate
R05DB02;N;benproperin;benproperine
R05DB03;N;klobutinol;clobutinol
R05DB04;N;isoaminil;isoaminile
R05DB05;N;pentoxyverin;pentoxyverine
R05DB07;N;oxolamin;oxolamine
R05DB09;N;oxeladin;oxeladin
R05DB10;N;klofedanol;clofedanol
R05DB11;N;pipazetát;pipazetate
R05DB12;N;bibenzonium-bromid;bibenzonium bromide
R05DB13;N;butamirát;butamirate
R05DB14;N;fedrilát;fedrilate
R05DB15;N;zipeprol;zipeprol
R05DB16;N;dibunát;dibunate
R05DB17;N;droxypropin;droxypropine
R05DB18;N;prenoxdiazin;prenoxdiazine
R05DB19;N;dropropizin;dropropizine
R05DB20;N;jiná antitusika, kombinace;combinations
R05DB21;N;kloperastin;cloperastine
R05DB22;N;meprotixol;meprotixol
R05DB23;N;piperidion;piperidione
R05DB24;N;tipepidin;tipepidine
R05DB25;N;morklofon;morclofone
R05DB26;N;nepinalon;nepinalone
R05DB27;N;levodropropizin;levodropropizine
R05DB28;N;dimethoxanát;dimethoxanate
R05DB29;N;gefapixant;gefapixant
R05F;N;ANTITUSIKA A EXPEKTORANCIA, KOMBINACE;COUGH SUPPRESSANTS AND EXPECTORANTS, COMBINATIONS
R05FA;N;Opiové deriváty a expektorancia;Opium derivatives and expectorants
R05FA01;N;opiové deriváty a mukolytika;opium derivatives and mucolytics
R05FA02;N;opiové deriváty a expektorancia;opium derivatives and expectorants
R05FB;N;Jiná antitusika a mukolytika;Other cough suppressants and expectorants
R05FB01;N;antitusika a mukolytika;cough suppressants and mucolytics
R05FB02;N;antitusika a expektorancia;cough suppressants and expectorants
R05X;N;JINÁ LÉČIVA PROTI NACHLAZENÍ;OTHER COLD PREPARATIONS
R06;N;ANTIHISTAMINIKA PRO SYSTÉMOVOU APLIKACI;ANTIHISTAMINES FOR SYSTEMIC USE
R06A;N;ANTIHISTAMINIKA PRO SYSTÉMOVOU APLIKACI;ANTIHISTAMINES FOR SYSTEMIC USE
R06AA;N;Aminoalkylétery;Aminoalkyl ethers
R06AA01;N;bromazin;bromazine
R06AA02;N;difenhydramin;diphenhydramine
R06AA04;N;klemastin;clemastine
R06AA06;N;chlorfenoxamin;chlorphenoxamine
R06AA07;N;difenylpyralin;diphenylpyraline
R06AA08;N;karbinoxamin;carbinoxamine
R06AA09;N;doxylamin;doxylamine
R06AA10;N;trimethobenzamid;trimethobenzamide
R06AA11;N;dimenhydrinát;dimenhydrinate
R06AA52;N;difenhydramin, kombinace;diphenhydramine, combinations
R06AA54;N;klemastin, kombinace;clemastine, combinations
R06AA56;N;chlorfenoxamin, kombinace;chlorphenoxamine, combinations
R06AA57;N;difenylpyralin, kombinace;diphenylpyraline, combinations
R06AA59;N;doxylamin, kombinace;doxylamine, combinations
R06AA61;N;dimenhydrinát, kombinace;dimenhydrinate, combinations
R06AB;N;Substituované alkylaminy;Substituted alkylamines
R06AB01;N;bromfeniramin;brompheniramine
R06AB02;N;dexchlorfeniramin;dexchlorpheniramine
R06AB03;N;dimetinden;dimetindene
R06AB04;N;chlorfenamin;chlorphenamine
R06AB05;N;feniramin;pheniramine
R06AB06;N;dexbromfeniramin;dexbrompheniramine
R06AB07;N;talastin;talastine
R06AB51;N;bromfeniramin, kombinace;brompheniramine, combinations
R06AB52;N;dexchlorfeniramin, kombinace;dexchlorpheniramine, combinations
R06AB54;N;chlorfeniramin, kombinace;chlorphenamine, combinations
R06AB56;N;dexbromfeniramin, kombinace;dexbrompheniramine, combinations
R06AC;N;Substituované ethylendiaminy;Substituted ethylene diamines
R06AC01;N;mepyramin;mepyramine
R06AC02;N;histapyrrodin;histapyrrodine
R06AC03;N;chlorpyramin;chloropyramine
R06AC04;N;tripelenamin;tripelennamine
R06AC05;N;methapyrilen;methapyrilene
R06AC06;N;thonzylamin;thonzylamine
R06AC52;N;histapyrrodin, kombinace;histapyrrodine, combinations
R06AC53;N;chlorpyramin, kombinace;chloropyramine, combinations
R06AD;N;Fenothiazinové deriváty;Phenothiazine derivatives
R06AD01;N;alimemazin;alimemazine
R06AD02;N;promethazin;promethazine
R06AD03;N;thiethylperazin;thiethylperazine
R06AD04;N;methdilazin;methdilazine
R06AD05;N;hydroxyethylpromethazin;hydroxyethylpromethazine
R06AD06;N;thiazinam;thiazinam
R06AD07;N;mechitazin;mequitazine
R06AD08;N;oxomemazin;oxomemazine
R06AD09;N;isothipendyl;isothipendyl
R06AD52;N;promethazin, kombinace;promethazine, combinations
R06AD55;N;hydroxyethylpromethazin, kombinace;hydroxyethylpromethazine, combinations
R06AE;N;Piperazinové deriváty;Piperazine derivatives
R06AE01;N;buklizin;buclizine
R06AE03;N;cyklizin;cyclizine
R06AE04;N;chlorcyklizin;chlorcyclizine
R06AE05;N;meklozin;meclozine
R06AE06;N;oxatomid;oxatomide
R06AE07;N;cetirizin;cetirizine
R06AE09;N;levocetirizin;levocetirizine
R06AE51;N;buklizin, kombinace;buclizine, combinations
R06AE53;N;cyklizin, kombinace;cyclizine, combinations
R06AE55;N;meklozin, kombinace;meclozine, combinations
R06AK;N;Kombinace antihistaminik pro systémovou aplikaci;Combinations of antihistamines
R06AX;N;Jiná antihistaminika pro systémovou aplikaci;Other antihistamines for systemic use
R06AX01;N;bamipin;bamipine
R06AX02;N;cyproheptadin;cyproheptadine
R06AX03;N;thenalidin;thenalidine
R06AX04;N;fenindamin;phenindamine
R06AX05;N;antazolin;antazoline
R06AX07;N;triprolidin;triprolidine
R06AX08;N;pyrrobutamin;pyrrobutamine
R06AX09;N;azatadin;azatadine
R06AX11;N;astemizol;astemizole
R06AX12;N;terfenadin;terfenadine
R06AX13;N;loratadin;loratadine
R06AX15;N;mebhydrolin;mebhydrolin
R06AX16;N;deptropin;deptropine
R06AX17;N;ketotifen;ketotifen
R06AX18;N;akrivastin;acrivastine
R06AX19;N;azelastin;azelastine
R06AX21;N;tritokvalin;tritoqualine
R06AX22;N;ebastin;ebastine
R06AX23;N;pimethixen;pimethixene
R06AX24;N;epinastin;epinastine
R06AX25;N;mizolastin;mizolastine
R06AX26;N;fexofenadin;fexofenadine
R06AX27;N;desloratadin;desloratadine
R06AX28;N;rupatadin;rupatadine
R06AX29;N;bilastin;bilastine
R06AX31;N;kvifenadin;quifenadine
R06AX32;N;sekvifenadin;sequifenadine
R06AX53;N;thenalidin, kombinace;thenalidine, combinations
